"Note: To obtain data definitions for variables that are included in this file, please select the following "
"         from within the FDIC's Statistics on Depository Institutions (SDI): "

"1. SDI Map, Definitions, and Data Download (top menu bar) "
"2. SDI Map, Definitions (radio button) "
"3. View or print any and all data definitions contained within SDI"


"CERT","DOCKET","RSSDHCR","FED_RSSD","HCTMULT","NAME","CITY","STALP","REPDTE","BKCLASS","INSTCNT","ASSET","FREPO","FREPP","IDOBRMTG","SUBND","EQPP","EQCS","EQSUR","EQUPTOT","SCHA","SCAF","LNLSGR","NTRSMMDA","NTRSOTH","TRN","NTRCDSM","NTRTMLG","UCLOC","UCCOMRES","UCCOMREU","UCSC","UCOTHER","LOCCOM","P9ASSET","NAASSET","NETINC"
"873","14036","1078846","395238","1","Synovus Bank","Columbus","GA","3/31/2014","NM","1","26105598","53804","164946","1342183","0","0","68912","3242476","-40991","0","3126240","20171227","13549076","640502","2572047","2557037","1835570","925830","1233171","50247","0","3421393","2739","6563","352786","57353"
"878","0","3244113","701736","0","The Brand Banking Company","Lawrenceville","GA","3/31/2014","SM","1","1753801","0","0","40000","0","0","400","177450","-4301","10488","137003","1453500","243749","388672","49831","547671","293433","18054","100476","0","0","35678","0","0","97668","649"
"913","14033","1199611","210434","1","The Northern Trust Company","Chicago","IL","3/31/2014","SM","1","103499014","510000","773089","3088329","1852721","0","3563","1767559","5426623","2679947","29535417","29660782","20174725","431963","15264912","233973","1800526","1568161","287777","11606","0","30853689","27680","12300","259901","189879"
"953","11653","1201671","811046","1","Bankers Trust Company","Des Moines","IA","3/31/2014","NM","1","2965526","10000","185946","213532","0","6000","38903","74276","129384","0","445272","2120440","1459472","62514","362052","191121","199726","30812","146998","0","0","767385","1234","17","8242","6328"
"958","9909","1205183","738040","0","United Bank of Iowa","Ida Grove","IA","3/31/2014","NM","1","1276280","0","22735","80700","0","0","200","32491","100519","29755","75128","1000202","91219","270636","133002","277287","261797","0","6778","0","0","199220","0","858","2955","5429"
"983","0","1199844","60143","1","Comerica Bank","Dallas","TX","3/31/2014","SM","1","65686755","4700","166500","1027960","1892354","0","58527","2774986","4387157","0","9466093","46491200","40734015","1683987","5424047","1751974","3310912","1554140","2049819","1106653","0","19554775","98888","12393","317333","147658"
"1003","0","1201934","542649","0","Chemical Bank","Midland","MI","3/31/2014","SM","1","6329777","0","361231","0","0","0","5900","273963","354344","278099","657818","4757103","2630750","770642","530577","786621","577750","159430","243401","0","0","629745","0","12918","57670","14698"
"1005","10541","1401118","74140","0","Isabella Bank","Mount Pleasant","MI","3/31/2014","SM","1","1454929","0","110536","162000","0","0","6831","55794","51459","0","551631","810960","122509","425322","67615","208851","242991","31813","13412","0","0","87331","4229","893","4345","3817"
"1039","9892","2066868","219343","0","The Bank of Edwardsville","Edwardsville","IL","3/31/2014","NM","1","1602782","0","71217","15000","0","0","5400","16740","124246","0","801273","668411","357512","539809","126468","132863","204935","64531","29941","619","0","78709","0","1907","13334","3370"
"1040","15512","1491351","773247","0","Midland States Bank","Effingham","IL","3/31/2014","SM","1","1696545","472","45902","65502","0","0","400","108903","68380","111590","205940","1167523","239138","586127","131894","293634","144786","25224","75090","192","0","167627","0","412","15478","3707"
"1058","0","1094556","657459","0","Midwest BankCentre","Lemay","MO","3/31/2014","SM","1","1145575","10","55132","103000","0","0","12886","5477","103946","0","269381","767918","495972","62817","80036","143281","74677","39913","39110","0","0","88072","0","276","9223","2017"
"1105","11071","1123670","659855","0","First Interstate Bank","Billings","MT","3/31/2014","SM","1","7588184","562","595823","1914","15000","0","50000","395223","365053","201921","1893652","4362487","2401487","1762571","897901","516292","557233","112475","192549","5110","0","535622","7665","1700","88114","23770"
"1208","14416","1862036","112163","0","Guaranty Bond Bank, National Association","Mount Pleasant","TX","3/31/2014","N","1","1255286","46865","5656","91682","0","0","4336","47870","72455","136990","251675","706574","213309","302306","195180","138228","180264","0","26086","0","0","60052","0","0","6061","2610"
"1225","0","3649950","871769","0","Farmers and Merchants Bank of Long Beach","Long Beach","CA","3/31/2014","SM","1","5356808","0","564923","0","0","0","2619","112044","655907","2070679","336639","2583561","2321562","570734","227134","200921","659097","85094","116640","0","0","488857","0","0","27279","14059"
"1265","11548","0","574976","0","Cashmere Valley Bank","Cashmere","WA","3/31/2014","NM","1","1313633","4429","7381","3099","0","0","0","0","129172","1587","503827","719578","199416","578791","79212","158939","138643","36829","17834","159","0","47338","0","1279","3048","3478"
"1281","10107","1029464","58971","0","Washington Trust Bank","Spokane","WA","3/31/2014","NM","1","4449215","0","209371","0","0","0","7535","73235","354138","348163","502186","3237730","2713665","195250","428186","205686","231227","165379","254528","10154","0","988368","2061","2139","28642","8758"
"1331","13589","2781910","808260","0","Farmers & Merchants Bank of Central California","Lodi","CA","3/31/2014","NM","1","2127425","0","0","0","0","0","1","43581","184310","65655","399333","1363030","1011265","182076","223839","112576","311708","30784","112842","0","0","364952","0","0","3133","6487"
"1399","11453","1128358","751656","0","Frandsen Bank & Trust","Lonsdale","MN","3/31/2014","NM","1","1561129","0","35290","24945","0","0","390","178178","8292","0","507172","876843","293427","706375","63929","183380","59412","35535","24778","0","0","133916","421","1799","12897","5054"
"1414","0","1123915","303550","0","KleinBank","Big Lake","MN","3/31/2014","NM","1","1571496","7379","19244","27718","0","0","200","115307","48386","0","786820","632569","880536","104390","66022","201479","88353","65674","28758","350","0","127400","0","72","6471","1709"
"1479","9404","1140659","126254","0","First State Bank","Union City","TN","3/31/2014","NM","1","1927390","5215","33967","102075","0","125","231","94635","92553","200","666634","1128981","663480","194756","222931","218924","291434","39197","75223","0","0","90993","0","0","6513","6058"
"1487","11469","1083783","150035","0","First Farmers and Merchants Bank","Columbia","TN","3/31/2014","SM","1","1122332","14400","20059","0","0","0","1750","27270","76547","26912","339503","620225","447729","95393","204694","115238","123245","44206","20133","0","0","60904","0","0","9699","2346"
"1528","12867","1248939","852544","0","Southern Bancorp Bank","Arkadelphia","AR","3/31/2014","SM","1","1120538","0","20158","45136","0","0","0","90523","32448","0","206852","733974","90083","462072","83117","144157","147181","4676","25340","0","0","101050","0","5","7597","2483"
"1536","16038","1399765","479268","0","Bank of Stockton","Stockton","CA","3/31/2014","NM","1","2216745","0","5034","5083","0","0","1454","89000","216339","6040","781017","1147539","917346","292052","272447","120332","213633","45456","24940","5123","0","343579","0","41","13403","4757"
"1597","11702","1134322","960841","1","Firstbank","Mt. Pleasant","MI","3/31/2014","NM","1","1247618","64","55741","6000","0","0","275","99152","20879","0","316454","797653","85594","278988","423823","145561","126341","33280","27856","0","0","103497","0","119","5904","2458"
"1617","0","1416439","330855","0","The Bank of Missouri","Perryville","MO","3/31/2014","NM","1","1072510","0","42382","88500","0","0","600","33283","78122","0","215134","731910","222870","155222","143573","135755","165198","20525","45652","0","0","40823","0","0","890","2432"
"1768","12587","0","936462","0","Mechanics Bank","Richmond","CA","3/31/2014","NM","1","3359907","0","68841","1322","0","0","969","13250","291426","482446","763516","1630851","1953555","335282","100833","226160","308448","118954","137692","11193","0","175834","0","2857","35524","1818"
"2239","11698","4135209","787253","1","The First National Bank of Santa Fe","Albuquerque","NM","3/31/2014","N","1","1645684","0","0","0","0","0","1100","261916","0","99536","228040","892932","327436","135929","424198","224365","258809","31502","30248","0","0","56922","0","443","44498","-21"
"2270","8926","1027004","276579","1","Zions First National Bank","Salt Lake City","UT","3/31/2014","N","1","18789115","380522","340145","0","0","280000","15000","734198","787889","439822","1231765","12292134","4063561","7691576","2763547","291205","264463","1230873","455805","1030","0","1945780","2208","2041","126623","46860"
"2711","10648","1070420","786210","0","Traditional Bank, Inc.","Mount Sterling","KY","3/31/2014","NM","1","1124440","44","30308","62099","0","0","4000","9550","97880","0","277597","780686","522783","46443","59867","105567","176884","34378","38093","5090","0","55229","0","47","12786","4306"
"2720","9685","1070644","509811","1","Community Trust Bank, Inc.","Pikeville","KY","3/31/2014","SM","1","3646711","8067","226379","1257","0","0","3150","159740","294099","1662","639863","2587118","590508","340627","687140","661252","651812","71167","114289","1393","0","239539","0","15546","26884","9973"
"2993","10478","1027004","933957","1","Vectra Bank Colorado, National Association","Farmington","NM","3/31/2014","N","1","2606013","13416","65869","0","0","70000","5185","362562","-115384","12250","144614","2319700","642299","1111349","204617","85683","151493","279779","291815","0","0","410835","2239","185","29121","3830"
"3066","0","1102312","470050","1","First Financial Bank, National Association","Abilene","TX","3/31/2014","N","1","5254585","3620","307128","76092","0","0","16944","260355","252922","582","2150521","2698717","2413670","462208","750222","282235","398923","0","91865","0","0","473564","0","31","24708","20952"
"3076","0","3140288","122854","0","Independent Bank","Mckinney","TX","3/31/2014","NM","1","2351135","0","4535","174462","0","0","986","223098","38514","0","204539","1895273","431956","820601","150169","118314","382548","361","174115","0","0","188332","0","600","2104","5862"
"3250","0","1917600","56351","0","Citizens National Bank","Henderson","TX","3/31/2014","N","1","1274078","0","0","3228","0","0","5400","91103","35595","0","456717","669160","529269","332323","6785","116809","145827","3841","25296","3880","0","76223","0","399","1107","2554"
"3258","0","3390430","78858","0","Patriot Bank","Houston","TX","3/31/2014","NM","1","1262987","11701","0","120000","0","0","35827","86758","15799","2116","284943","874545","108550","160013","157696","261177","313536","4","42722","0","0","90450","0","94","15363","2021"
"3276","16121","3035227","548351","1","Austin Bank, Texas National Association","Jacksonville","TX","3/31/2014","N","1","1473341","0","14897","1858","0","0","1000","38022","132791","20943","132204","1049157","172514","640654","142358","149254","161897","1639","64302","0","0","90250","0","405","8155","3950"
"3285","0","1108097","613950","1","First National Bank Texas","Killeen","TX","3/31/2014","N","1","1281066","4350","28684","0","0","0","1464","2273","85794","0","638708","352764","31946","119668","872460","70631","48899","0","17129","0","0","2500","0","8129","3708","2692"
"3363","0","3594890","774262","0","CommunityBank of Texas, N.A.","Beaumont","TX","3/31/2014","N","1","2500274","0","832","0","0","0","250","259015","57358","40","94674","1794167","629028","863990","354772","118931","204738","847","180602","0","0","307084","0","1","14107","5865"
"3430","0","1025541","697763","0","Westamerica Bank","San Rafael","CA","3/31/2014","SM","1","4879054","0","83424","20437","0","6000","408560","54397","33241","1110329","1239481","1816319","2737743","542089","480369","188033","269535","61190","4128","0","0","244809","344","405","17389","15344"
"3510","0","1073757","480228","1","Bank of America, National Association","Charlotte","NC","3/31/2014","N","1","1457856000","17960000","32487000","59847000","6289000","0","3020000","143923000","33158000","55120000","243280000","776640000","467799000","309964000","185171000","44259000","37707000","55917000","8685000","7172000","0","283364000","2455000","19953000","16441000","2919000"
"3511","0","1120754","451965","1","Wells Fargo Bank, National Association","Sioux Falls","SD","3/31/2014","N","1","1388274000","19112000","23238000","59788000","19756000","0","519000","103054000","35558000","17662000","216158000","792249000","433804000","351840000","140655000","68182000","16407000","73869000","17556000","3657000","0","239525000","1656000","25104000","12184000","4576000"
"3514","13975","1231968","804963","1","Bank of the West","San Francisco","CA","3/31/2014","NM","1","67725004","0","345516","4461890","0","0","6","9736024","2013672","0","9502821","48005102","35725479","2817907","3283183","3632049","3881746","2613866","1374430","138471","0","10574893","12553","5399","513184","122163"
"3603","14165","1206911","936136","0","Old Second National Bank","Aurora","IL","3/31/2014","N","1","2038802","0","23212","20000","0","0","2160","156768","100634","264298","400212","1113744","643534","250687","366819","282569","182102","102563","19834","0","0","129605","49","1125","36674","3182"
"3628","0","1090987","656733","0","MB Financial Bank, National Association","Chicago","IL","3/31/2014","N","1","9418572","7500","230192","25344","0","0","5200","1202300","130424","1188692","1077485","5569117","1788468","3464035","962597","848936","562267","206193","139988","0","0","927626","763","113481","118023","21035"
"3657","11088","1199974","850036","0","First American Bank","Elk Grove Villag","IL","3/31/2014","NM","1","3406603","0","6750","752362","0","0","7680","82794","192339","90263","1970992","1135255","501670","931747","271326","325464","318534","170897","15616","87","0","348425","24","1528","24569","5350"
"3705","12332","1206760","762447","0","First Mid-Illinois Bank & Trust, National Association","Mattoon","IL","3/31/2014","N","1","1572600","496","81277","10000","0","0","3750","46998","116168","0","447851","991731","646395","270012","162424","131409","97921","24295","23418","0","0","204564","0","0","8768","3797"
"3709","11987","1208184","1007846","0","First Midwest Bank","Itasca","IL","3/31/2014","SM","1","8195997","0","109156","114543","0","0","40000","677285","374778","43251","1057448","5813095","2932130","1190885","1530258","799226","385652","276091","184894","0","0","1183327","2458","19765","81636","21307"
"3832","15401","1098303","208244","1","Old National Bank","Evansville","IN","3/31/2014","N","1","9399241","0","469877","431893","0","0","65070","636611","301154","779294","2343494","5079446","3857655","1923412","598405","714865","245938","371195","110947","13214","0","832384","0","13205","82647","22836"
"3864","10598","1491360","397540","1","The First National Bank of Fort Smith","Fort Smith","AR","3/31/2014","N","1","1186637","2331","0","30550","0","0","20","50475","110517","81298","153395","759478","381125","75781","300755","116144","115285","3315","35883","0","0","131320","2274","701","11772","3478"
"3890","11473","1094828","663245","1","Simmons First National Bank","Pine Bluff","AR","3/31/2014","N","1","3150006","0","75406","35928","0","0","35","189935","119803","541169","170225","1643327","495306","641810","772191","429337","355535","24019","70302","0","0","206603","0","11343","76284","2762"
"3931","10999","2067007","933256","0","Alerus Financial, National Association","Grand Forks","ND","3/31/2014","N","1","1365388","0","9329","20000","0","0","4100","32018","115875","52927","218750","945311","824351","27643","94097","118187","107287","43405","25198","0","0","271087","0","0","4822","4502"
"4016","12075","1126354","326858","0","The First National Bank in Sioux Falls","Sioux Falls","SD","3/31/2014","N","1","1022416","0","37649","0","0","0","6000","35695","97907","7623","225110","700705","0","558751","80286","145301","52691","16970","32049","0","0","163712","0","1138","6147","2104"
"4028","11787","1404687","441256","0","First Dakota National Bank","Yankton","SD","3/31/2014","N","1","1013508","0","0","23780","0","0","1100","15334","76914","882","97167","820325","401860","98706","168928","144758","76884","12375","34678","0","0","209760","0","38","2928","3160"
"4063","14191","0","595270","0","MidFirst Bank","Oklahoma City","OK","3/31/2014","SA","1","9458159","0","0","2488514","0","0","1000","66779","1067015","88941","336655","7786558","1609473","1434878","818528","1019091","855331","95011","606938","54039","0","614058","7391","1619342","45625","59975"
"4190","0","1052220","311050","0","American Heritage Bank","Sapulpa","OK","3/31/2014","SM","1","1040784","16498","127785","0","0","0","2000","40929","43711","170260","368437","379153","27369","508869","55253","108634","123348","1006","20828","0","0","40298","0","322","974","1774"
"4201","0","1062621","398350","0","Bank SNB, National Association","Stillwater","OK","3/31/2014","N","1","1997348","0","60692","25000","0","0","18823","160734","81764","10700","373044","1318983","948842","47532","106817","275152","262960","9164","164244","0","0","171931","0","0","15937","4050"
"4214","9656","1883693","339858","0","BOKF, National Association","Tulsa","OK","3/31/2014","N","1","27159713","3500","1937504","1031493","347846","0","82517","1054399","1253233","662403","9908584","13272915","15179317","355597","2039074","1080753","1583837","199267","870324","16324","0","6059688","12030","137777","101706","78893"
"4239","12231","1058398","509950","0","First United Bank and Trust Company","Durant","OK","3/31/2014","NM","1","2434186","0","59091","115259","0","0","1868","80216","149522","0","766388","1447212","936049","117667","369378","214236","370672","19198","112588","0","0","49046","0","0","29848","7345"
"4255","9393","1130249","593007","1","The Camden National Bank","Camden","ME","3/31/2014","N","1","2618958","0","166305","331138","0","0","369","20226","230489","6973","797242","1620185","984241","246217","211380","228438","188448","150710","37847","0","0","138254","0","50","21795","6046"
"4256","10325","1133932","439404","0","The First, N.A.","Damariscotta","ME","3/31/2014","N","1","1432995","0","83372","170146","0","0","725","33825","89195","182853","303431","868970","89382","345732","56421","230762","324212","58701","4667","0","0","50103","0","224","14171","3497"
"4297","11780","2277860","112837","1","Capital One, National Association","Mclean","VA","3/31/2014","N","1","236546436","11481903","1184484","2868217","0","0","23628","34116618","-12984","14624972","32800079","133725287","70083185","99517405","16643845","4569631","1942190","1882560","3304498","1301051","0","14982365","14882","1291612","697138","395772"
"4360","9216","1209136","130541","0","Horizon Bank, National Association","Michigan City","IN","3/31/2014","N","1","1807706","0","160897","75146","0","0","2618","102683","77403","9910","518492","1106129","127771","799070","170531","142842","133971","99845","36966","0","0","101692","1102","202","12437","3369"
"4365","11365","1208559","17147","0","First Merchants Bank National Association","Muncie","IN","3/31/2014","N","1","5430423","0","185738","171357","0","125","10871","570121","163890","544470","602846","3623213","746571","2369037","153498","767789","265793","215273","137065","0","0","1072119","0","1709","55686","14601"
"4382","8814","1208595","693345","1","First Financial Bank, National Association","Terre Haute","IN","3/31/2014","N","1","2941727","9791","35710","36214","0","0","14403","47854","301978","0","915815","1721197","892681","838113","224306","348718","156627","57946","24092","4287","0","317628","7663","1027","40711","6456"
"4433","11448","1203509","186744","1","First Citizens National Bank","Mason City","IA","3/31/2014","N","1","1029896","18000","39738","70000","0","0","4000","18761","88825","0","425268","538549","356160","58568","129071","164408","95978","3612","26845","12188","0","149062","4581","52","1743","3415"
"4534","11325","1094314","506249","1","First National Bank of St. Louis","Clayton","MO","3/31/2014","N","1","1566812","5272","220315","0","0","0","1000","65488","100067","0","293187","1117648","829648","66660","95227","72137","99711","62052","88007","10589","0","120840","1068","48","14645","5021"
"4536","10511","1094314","299046","1","The Boone County National Bank of Columbia","Columbia","MO","3/31/2014","N","1","1450637","3017","115604","0","0","0","2100","17457","104217","63778","384048","849494","798544","90630","101018","147064","67872","44074","61591","2937","0","89224","0","67","2561","4269"
"4537","10195","1054514","103255","0","Landmark Bank,  National Association","Columbia","MO","3/31/2014","N","1","1993404","0","0","27050","0","10000","11691","31889","116122","3819","573260","1237123","818096","123183","378364","199134","258144","31919","54878","0","0","165757","0","0","6197","5486"
"4666","10192","2107707","983457","1","Armed Forces Bank, National Association","Fort Leavenworth","KS","3/31/2014","N","1","1621125","0","0","90000","0","0","90000","237435","116497","0","683987","633968","143163","161076","461750","205610","103727","11484","13823","457","0","35629","0","10","17233","11260"
"4767","9366","1066713","474759","0","Sunflower Bank, National Association","Salina","KS","3/31/2014","N","1","1682809","0","91715","59008","0","0","8000","18500","158299","55255","448016","1018227","582719","173822","297309","192215","95688","24683","57383","0","0","135569","0","0","5181","4722"
"4789","14120","1135824","65858","0","Emprise Bank","Wichita","KS","3/31/2014","NM","1","1544766","54","0","15030","0","0","20000","68999","53641","0","519425","915760","195912","812229","145885","141953","84634","41192","81960","0","0","187299","83","103","4022","5071"
"4799","0","1064278","557858","0","Intrust Bank, National Association","Wichita","KS","3/31/2014","N","1","4319817","5285","441949","0","0","0","12000","68861","280317","406","1522489","2321505","2171361","152088","786142","193835","184995","23258","121425","4481","0","1020523","1046","417","28072","10804"
"4857","10579","1132672","61122","0","First United Bank & Trust","Oakland","MD","3/31/2014","NM","1","1350959","1090","43617","135926","0","0","3692","90474","64023","2860","361465","814037","407864","211497","67106","164689","152143","44047","7909","0","0","37406","0","371","30765","1892"
"4865","10451","1248304","506922","0","Sandy Spring Bank","Olney","MD","3/31/2014","SM","1","4166832","474","70822","569000","35000","0","31000","244626","221327","223747","735547","2835892","2039943","256761","208361","257120","204883","392483","296918","0","0","357971","0","0","34441","11136"
"4879","14400","0","591825","0","Communityone Bank, National Association","Asheboro","NC","3/31/2014","N","1","2006172","0","5152","73271","0","0","1500","477021","-331514","149060","402468","1221746","929969","84638","180692","310710","262687","149256","31434","0","0","65572","0","25097","33557","1733"
"4972","10429","1098796","133850","0","First Citizens National Bank","Dyersburg","TN","3/31/2014","N","1","1202516","10238","43244","40480","0","0","2000","34334","87964","0","459504","598358","574345","64096","6557","137441","204336","20683","34481","0","0","68659","3555","182","7510","3935"
"4977","10972","1094640","485559","0","First Tennessee Bank, National Association","Memphis","TN","3/31/2014","N","1","23714876","621831","1547460","354802","633795","294816","72457","1831953","899822","4274","3406686","15478090","10863370","364558","4101752","772312","664346","1407676","603050","32224","79","4645566","25059","63748","299001","51785"
"4988","15770","1079562","342634","0","Trustmark National Bank","Jackson","MS","3/31/2014","N","1","12053867","0","259341","68012","49912","0","13390","790278","611036","1155569","2382441","6790529","1517953","4479204","1964807","1226963","952932","342839","497921","0","0","1149297","711","78151","66833","29556"
"4993","0","3186576","69333","0","The Citizens National Bank of Meridian","Meridian","MS","3/31/2014","N","1","1114104","130","22802","0","0","0","1425","81068","44566","211987","107499","705384","273428","110162","173297","209811","195395","36864","9725","0","0","96951","0","61","14784","3056"
"4999","10349","4037349","4262534","0","Cadence Bank, N.A.","Birmingham","AL","3/31/2014","N","1","6679924","1444","12998","0","0","0","1200","977667","113639","780","459927","5138014","3786732","271565","361830","533877","578219","100146","360593","0","0","1778091","0","68759","34832","9879"
"5146","0","1120754","2362458","1","Wells Fargo Bank South Central, National Association","Houston","TX","3/31/2014","N","1","27317000","13100000","0","0","0","0","2000","3165000","302000","0","0","14403000","8335000","15298000","121000","0","0","18000","0","0","0","1000","0","232000","431000","131000"
"5296","0","1199563","917742","1","Associated Bank, National Association","Green Bay","WI","3/31/2014","N","1","24565236","4400","945632","2725317","0","0","215","2356849","608482","193759","5193496","16426810","7069173","6979856","1882966","1174228","450419","1065265","1010677","0","0","4138802","132590","11854","176290","48021"
"5304","10916","1208009","594947","0","Bank First National","Manitowoc","WI","3/31/2014","N","1","1052119","140","26301","0","0","0","1800","2400","97312","0","108802","840410","393319","72575","293418","89533","68800","19763","25689","881","0","136743","29613","32","3596","3207"
"5452","16015","1066209","527954","1","First National Bank of Omaha","Omaha","NE","3/31/2014","N","1","16239245","29029","160218","400855","50000","0","9184","747547","885276","3395","2557947","11449569","7491590","3103185","1166862","1275510","696772","382877","448821","13411","0","2486421","865","19891","83925","33903"
"5496","0","1050646","403151","0","Cornerstone Bank","York","NE","3/31/2014","SM","1","1244953","0","17681","1000","0","0","3000","77000","19922","152933","166433","798537","259651","76715","440418","187864","158559","2650","14151","0","0","289711","0","1877","1004","5030"
"5510","15825","1102367","682563","0","Frost  Bank","San Antonio","TX","3/31/2014","SM","1","24704768","5273","851855","0","0","0","8500","951760","1473630","3082081","5446474","9750644","17339856","619441","2090142","394712","677931","166287","1043840","0","0","5657158","2356","9040","49503","61247"
"5551","0","1104923","537560","0","Extraco Banks, National Association","Temple","TX","3/31/2014","N","1","1240074","0","87688","68451","0","0","3750","27457","93934","167008","121443","750027","769647","34955","64630","54771","26923","706","31554","0","0","93313","0","314","3507","1794"
"5633","10278","1096505","673440","0","First Security Bank","Searcy","AR","3/31/2014","NM","1","4407469","102325","232970","215311","0","0","600","79365","498498","0","2193132","1817133","1836720","197917","402923","395816","540658","17405","187702","0","0","169813","0","0","12620","23842"
"5649","0","3846375","30810","1","Discover Bank","Greenwood","DE","3/31/2014","NM","1","78100381","0","0","20211399","697617","0","35","4588450","4615479","61792","4607490","63646868","7665225","10272756","275468","20832367","5943131","2167","0","0","0","23519","0","468856","169344","615722"
"5766","0","1209109","623445","0","MainSource Bank","Greensburg","IN","3/31/2014","NM","1","2858256","9418","39865","224424","0","0","16547","281765","38884","0","880705","1690794","1080314","321785","477684","225720","132124","167938","35397","0","0","255804","12757","0","20070","7614"
