"Note: To obtain data definitions for variables that are included in this file, please select the following "
"         from within the FDIC's Statistics on Depository Institutions (SDI): "

"1. SDI Map, Definitions, and Data Download (top menu bar) "
"2. SDI Map, Definitions (radio button) "
"3. View or print any and all data definitions contained within SDI"


"CERT","DOCKET","RSSDHCR","FED_RSSD","HCTMULT","NAME","CITY","STALP","REPDTE","BKCLASS","INSTCNT","ASSET","FREPO","FREPP","IDOBRMTG","SUBND","EQPP","EQCS","EQSUR","EQUPTOT","SCHA","SCAF","LNLSGR","NTRSMMDA","NTRSOTH","TRN","NTRCDSM","NTRTMLG","UCLOC","UCCOMRES","UCCOMREU","UCSC","UCOTHER","LOCCOM","P9ASSET","NAASSET","NETINC"
"867","0","1131787","675332","1","SunTrust Bank","Atlanta","GA","3/31/2006","SM","1","178281551","4773722","14909423","11581642","3696776","0","21600","11318880","7152755","0","24867626","127653342","56346266","5283632","12494484","14204439","26905013","16701953","6113098","654760","0","68970989","143005","399384","261818","555239"
"873","14036","1078846","395238","1","Columbus Bank and Trust Company","Columbus","GA","3/31/2006","NM","1","5790279","1076486","1239660","163401","0","0","3154","158192","972608","0","411968","2624990","856145","496289","444029","93824","765457","72212","275932","640","0","185003","10120","2780","5514","56975"
"895","10867","1133277","488439","0","Greene County Bank","Greeneville","TN","3/31/2006","NM","1","1606721","1341","17966","95252","0","0","1290","86439","95916","3049","44311","1406584","449649","74713","173905","414286","186286","73285","239516","0","0","83176","0","74","4882","5144"
"913","14033","1199611","210434","1","The Northern Trust Company","Chicago","IL","3/31/2006","SM","1","41825206","1329168","3519519","3948271","1009078","0","3563","455560","2267067","918427","9744754","11935556","4011658","137202","1342176","334603","1567082","992360","18469","186217","17493","15217235","18866","17621","21624","128234"
"953","11653","1201671","811046","1","Bankers Trust Company, National Association","Des Moines","IA","3/31/2006","N","1","1792083","28910","142928","323460","0","6000","31908","31918","49295","0","441564","1216166","687570","29759","151678","196650","118694","25028","62005","0","0","287064","114","384","459","3210"
"983","0","1199844","60143","1","Comerica Bank","Detroit","MI","3/31/2006","SM","1","57065230","2836834","602479","2588956","1917856","320000","58527","1581999","3613993","0","4230601","44862945","27878264","1445880","3916862","2998354","7232669","1779231","3864044","0","0","20385597","290129","15949","122332","192356"
"986","13569","1205688","222147","1","Citizens Bank","Flint","MI","3/31/2006","SM","1","7284630","0","444648","829925","0","0","13916","373443","309102","74639","1357235","5389841","1243217","1106391","689254","1048320","1156624","444690","152364","0","0","984125","219562","399","28093","20323"
"993","13249","1070345","913940","1","Fifth Third Bank","Grand Rapids","MI","3/31/2006","SM","1","47875754","0","2478004","583812","20000","0","16379","3689910","2073500","26059","7215800","35551170","20392111","6270551","2241649","6513994","2555833","4453905","2548499","0","0","10193589","7993","72588","157648","162243"
"1003","0","1201934","542649","0","Chemical Bank","Midland","MI","3/31/2006","SM","1","3724745","85600","148978","203093","0","0","5900","190426","284826","102222","565817","2697853","1052297","366655","401889","698719","347005","100622","144605","80","0","273109","0","6061","13899","12080"
"1020","0","1199497","983448","1","M&I Marshall and Ilsley Bank","Milwaukee","WI","3/31/2006","SM","1","40059357","178044","2541642","6464154","1254248","0","30600","1875796","1177429","575798","5095606","31587959","11300897","875616","1972718","3133795","5795578","1053289","2910886","38695","0","10279911","49246","1885","119671","120335"
"1039","9892","2066868","219343","0","The Bank of Edwardsville","Edwardsville","IL","3/31/2006","NM","1","1072043","0","71925","43000","0","0","5400","16740","80012","20010","333542","621145","261921","159419","162809","182006","84525","30378","31271","1326","0","70188","0","642","6950","1933"
"1081","10680","1199497","543253","1","Southwest Bank of St. Louis","Saint Louis","MO","3/31/2006","SM","1","3096889","8601","247953","150214","0","0","2129","507073","47590","0","470352","2168143","883903","43668","99162","499605","581774","36982","91985","0","0","808500","1262","111","15035","7608"
"1105","11071","1123670","659855","0","First Interstate Bank","Billings","MT","3/31/2006","SM","1","4605734","37713","623633","50333","0","0","50000","147434","186705","106769","888892","3114352","1343723","689553","532005","595500","352444","75376","282622","311475","0","77560","23126","4375","15941","16383"
"1225","0","0","871769","0","Farmers and Merchants Bank of Long Beach","Long Beach","CA","3/31/2006","SM","1","3108011","145000","354341","0","0","0","3042","9115","612855","1247009","443327","1134425","1004483","465984","188703","169523","282028","11279","82726","0","0","304594","0","6835","13","14847"
"1281","10107","1029464","58971","0","Washington Trust Bank","Spokane","WA","3/31/2006","NM","1","3005026","49600","141568","110302","0","0","7535","32665","223953","0","374697","2404595","1024169","122591","335630","308316","664238","164739","196011","23512","0","837484","596","4406","6422","11187"
"1331","13589","2781910","808260","0","Farmers & Merchants Bank of Central California","Lodi","CA","3/31/2006","NM","1","1324591","10125","0","90836","0","0","1","43582","90648","109328","146374","957378","402438","149975","135601","152773","244211","70233","58816","0","0","293154","0","11","395","5191"
"1414","0","1123915","303550","0","KleinBank","Big Lake","MN","3/31/2006","NM","1","1240646","0","3090","79247","0","0","200","73679","55980","46","310799","839101","456460","71823","56132","259637","164874","81967","49175","39","0","88066","0","1695","4730","3336"
"1536","16038","1399765","479268","0","Bank of Stockton","Stockton","CA","3/31/2006","NM","1","1818065","0","44392","8697","0","0","1454","74000","153930","2792","361168","1316864","660596","190567","225195","156287","258232","39816","79150","0","0","294910","0","12","3571","7100"
"1768","12587","0","936462","0","The Mechanics Bank","Richmond","CA","3/31/2006","NM","1","2709240","83000","79783","90267","0","0","969","13250","229063","0","800259","1688707","1243909","175572","116983","295200","443005","150067","135994","0","0","250281","0","0","54","6243"
"2111","0","1078846","580623","1","The National Bank of South Carolina","Sumter","SC","3/31/2006","N","1","3796044","99174","28935","92315","0","0","4650","89257","219659","0","354718","3148397","1701005","179688","367110","196177","875058","158863","99714","0","0","29217","0","2225","10770","18206"
"2270","8926","1027004","276579","1","Zions First National Bank","Salt Lake City","UT","3/31/2006","N","1","13564479","1607012","2093312","33929","375311","0","15000","232584","588111","398261","931716","8972473","2684881","3473146","1064416","406872","1202363","886339","589925","43195","0","7932087","9418","5332","33753","43282"
"2345","9271","1029893","593865","1","West Coast Bank","Lake Oswego","OR","3/31/2006","NM","1","2026875","4285","0","147148","0","0","900","47197","127522","0","266381","1615441","871601","82341","336136","205320","186238","153516","257513","0","0","397323","0","0","996","7048"
"2720","9685","1070644","509811","1","Community Trust Bank, Inc.","Pikeville","KY","3/31/2006","SM","1","2958042","75293","193558","122690","0","0","2850","139665","162570","46690","482318","2102603","413415","220886","491362","751170","441389","75011","147439","81","0","166303","0","4148","11072","10536"
"2756","0","1069125","374149","1","National City Bank of Kentucky","Louisville","KY","3/31/2006","N","1","9254145","53217","1882983","776188","207461","0","21000","53828","596143","0","1141714","6694133","1170122","1348231","794654","1092187","471642","68279","144531","0","0","2336561","8623","41824","69289","58344"
"2993","10478","1027004","933957","1","Vectra Bank Colorado, National Association","Farmington","NM","3/31/2006","N","1","2307825","0","167265","100000","66247","0","5185","333284","-45517","0","410549","1547822","437620","714210","231901","149902","113941","172107","218617","22753","0","363446","59830","970","4606","5165"
"3297","10658","1391237","800750","1","The Laredo National Bank","Laredo","TX","3/31/2006","N","1","4216380","220800","116537","35697","0","0","6021","859365","-10973","422","1018416","2051656","745407","124604","530863","416228","1338143","3038","143778","16081","0","110544","2705","7189","9247","-2069"
"3361","14662","1109946","896566","0","Century Bank, National Association","Texarkana","TX","3/31/2006","N","1","1009378","18695","0","13500","0","0","200","51828","17819","7642","183387","735048","118766","207870","67128","258986","268329","42","101972","48","0","59768","0","316","1401","1115"
"3430","0","1025541","697763","0","Westamerica Bank","San Rafael","CA","3/31/2006","SM","1","5017273","0","766888","0","0","6000","314604","54397","78437","1307847","637706","2639968","1779156","399491","829585","241348","496688","93414","68250","0","0","307599","165","29","6225","25751"
"3510","0","1073757","480228","1","Bank of America, National Association","Charlotte","NC","3/31/2006","N","1","1104944125","51759152","172676453","42949218","12434353","0","2836395","80251938","19354989","74097","238611781","576826355","222712378","141096369","74534899","71145639","60924353","83984385","21123921","11394850","0","260755644","5251667","308684","1683704","3530519"
"3511","0","1120754","451965","1","Wells Fargo Bank, National Association","Sioux Falls","SD","3/31/2006","N","1","415802000","3321000","14516000","5258000","8114000","0","520000","24693000","11352000","0","46749000","290196000","101213000","95691000","24019000","19087000","44954000","47984000","12428000","6234000","0","57777000","357000","3018000","792000","1444000"
"3514","13975","1231968","804963","1","Bank of the West","San Francisco","CA","3/31/2006","NM","1","54760273","30150","3589219","8209513","470077","0","5","7717688","700237","0","8175320","37766604","13657493","2342196","5226924","4051624","7168664","1325426","1845686","275708","0","4914604","64762","29007","194885","147984"
"3603","14165","1206911","936136","1","The Old Second National Bank of Aurora","Aurora","IL","3/31/2006","N","1","1634342","13125","125272","30151","0","0","2160","14068","108448","0","310649","1190730","381496","83980","236688","379932","258826","80001","49648","0","0","86208","3243","596","2149","4951"
"3628","0","1090987","656733","1","MB Financial Bank, National Association","Chicago","IL","3/31/2006","N","1","5459113","36600","413163","297475","0","0","6400","439060","137117","0","1239837","3576716","284718","1269942","117510","1014307","1406385","245834","492005","0","0","469081","32383","0","19686","17858"
"3657","11088","1199974","850036","0","First American Bank","Carpentersville","IL","3/31/2006","NM","1","2366057","18000","0","10220","0","0","7680","47794","150407","0","283841","1851755","327504","530218","189658","675241","399434","546628","77079","5665","0","292032","26326","4666","9011","4509"
"3709","11987","1208184","1007846","1","First Midwest Bank","Itasca","IL","3/31/2006","SM","1","7308614","0","756080","743408","0","0","40000","287669","257589","86235","2287960","4358092","1751445","561389","708697","1506613","634382","296591","425986","0","0","761199","1928","10226","15870","28370"
"3735","11872","1208661","938840","1","Amcore Bank, National Association","Rockford","IL","3/31/2006","N","1","5310575","21500","357102","245341","0","0","3002","130773","263868","0","1100052","3804580","1479227","423855","546557","835883","985158","155190","334416","3197","0","445558","583","3149","22463","12356"
"3832","15401","1098303","208244","1","Old National Bank","Evansville","IN","3/31/2006","N","1","8092492","3146","520839","412526","150000","0","65070","323075","299656","159522","2351292","4831254","2621777","471994","584491","1389053","1162378","340664","172817","35476","0","811909","132","1352","51338","20675"
"3878","0","3101784","2967349","1","Liberty Bank of Arkansas","Jonesboro","AR","3/31/2006","NM","1","1439176","7200","46279","74391","0","0","4","138163","16831","74182","179167","1032542","33323","329116","67842","399465","325787","3744","80535","0","0","43267","0","0","5564","3300"
"3890","11473","1094828","663245","1","Simmons First National Bank","Pine Bluff","AR","3/31/2006","N","1","1211496","9145","104559","11269","0","0","35","34408","75578","62983","147199","815126","127085","220277","249307","248320","127251","9369","78584","0","0","208560","0","1253","2389","3171"
"4063","14191","0","595270","0","MidFirst Bank","Oklahoma City","OK","3/31/2006","SA","1","10245657","100","52356","5402763","0","0","1000","66779","709584","152937","2696104","6664999","448983","930230","281360","N/A","1260073","44862","N/A","N/A","N/A","1117","111056","867364","6458","66452"
"4201","0","1062621","398350","1","The Stillwater National Bank and Trust Company","Stillwater","OK","3/31/2006","N","1","2065687","8000","68793","131628","0","0","15698","51097","115969","1534","220185","1729155","573739","9176","89550","364573","628521","6743","384072","0","0","162355","66","1763","19866","7400"
"4214","9656","1883693","339858","1","Bank of Oklahoma, National Association","Tulsa","OK","3/31/2006","N","1","13009201","25720","3760502","812900","294130","0","52877","144881","663414","235269","4698504","6556809","2308614","93092","1368403","961481","1661885","65421","520094","76465","0","3047026","6083","3240","18690","41796"
"4239","12231","1058398","509950","0","First United Bank and Trust Company","Durant","OK","3/31/2006","NM","1","1560221","18800","45455","50669","0","0","1868","80216","58916","0","289224","1114234","473722","66145","257770","289223","225274","11159","90350","0","0","96535","0","5","7433","6763"
"4255","9393","1130249","593007","1","The Camden National Bank","Camden","ME","3/31/2006","N","1","1197227","0","32554","235141","0","0","369","877","79925","18440","271028","842633","284371","66420","65937","175032","248204","165760","18464","0","0","75657","886","64","7978","3341"
"4256","10325","1133932","439404","0","The First, N.A.","Damariscotta","ME","3/31/2006","N","1","1029265","0","46187","147986","0","0","300","21750","53112","133560","42860","791315","118670","103267","159343","154068","215751","56341","20005","0","0","54856","0","314","4073","3008"
"4264","11387","1114605","252706","1","Ocean National Bank","Portsmouth","NH","3/31/2006","N","1","1629426","0","80734","0","0","0","2010","300716","-2521","0","329978","1024749","401051","231873","187217","258576","166669","101206","44788","2218","0","71999","56","483","3575","3535"
"4297","11780","2277860","112837","1","Hibernia National Bank","New Orleans","LA","3/31/2006","N","1","30297432","3410000","820766","1296913","0","0","23630","5460709","75126","0","5155429","16150301","7840951","3905859","3089681","3876846","2548889","933950","681846","3000","0","3163164","6991","26891","104138","60413"
"4347","14128","1069125","362445","1","National City Bank of Indiana","Indianapolis","IN","3/31/2006","N","1","25677986","54671","3765744","8131130","248187","0","21296","1541827","1096917","0","520995","19489476","2318632","1656622","1399494","1423309","786404","191771","158404","0","0","2594261","6002","456599","133205","-15551"
"4360","9216","1209136","130541","1","Horizon Bank, National Association","Michigan City","IN","3/31/2006","N","1","1071179","0","81054","118098","0","0","2618","51732","28190","0","250103","738586","154880","194086","107823","187479","134680","44498","21373","40858","0","14974","0","14","1706","1909"
"4382","8814","1208595","693345","1","First Financial Bank, National Association","Terre Haute","IN","3/31/2006","N","1","2072038","28407","10751","328690","0","0","14400","40740","198487","0","515945","1328338","250937","427671","144241","434476","201680","33722","21345","115091","0","61915","6825","4574","4993","5943"
"4392","11234","1132654","23241","0","Integra Bank National Association","Evansville","IN","3/31/2006","N","1","2692310","0","273395","158496","0","0","4700","159429","114537","0","667838","1748110","807569","110414","135176","518623","389448","132823","189453","0","0","203132","0","159","21997","7486"
"4533","10264","3299207","381343","0","Citizens Bank and Trust Company","Chillicothe","MO","3/31/2006","NM","1","1015651","8577","34909","90267","0","0","900","48617","22489","0","257509","678533","144604","184878","62088","313808","108733","6959","34169","0","0","44972","0","2718","3523","1421"
"4534","11325","1094314","506249","1","First National Bank of St. Louis","Clayton","MO","3/31/2006","N","1","1265464","48414","220820","5000","0","0","1000","47300","67382","0","137933","1017178","508609","91629","77058","142408","96925","54835","58161","6796","0","194957","0","256","606","3954"
"4536","10511","1094314","299046","1","The Boone County National Bank of Columbia","Columbia","MO","3/31/2006","N","1","1026153","60498","107439","4817","0","0","2100","4900","64754","19009","218413","664201","450484","22303","87114","206570","71237","28123","88771","957","0","65235","0","389","1647","3089"
"4767","9366","1066713","474759","0","Sunflower Bank, National Association","Salina","KS","3/31/2006","N","1","1325057","23910","67293","202700","0","0","8000","18500","85245","23323","372188","781776","334529","84657","162987","235045","114761","19377","51867","0","0","126291","0","1","12758","5895"
"4799","0","1064278","557858","0","Intrust Bank, National Association","Wichita","KS","3/31/2006","N","1","3048459","68385","287548","601","0","0","12000","67493","190934","7556","536361","2220012","826221","495157","495351","376765","263508","23403","98654","10521","0","717782","1624","640","3190","12257"
"4842","10671","1072442","802129","1","Farmers & Mechanics Bank","Frederick","MD","3/31/2006","SM","1","1994287","31081","78460","48253","48900","0","4001","405008","30857","330","433910","1136730","608173","177915","122456","326520","122820","164090","84121","0","0","145027","969","0","1997","6144"
"4852","0","1072442","229427","1","The Citizens National Bank","Laurel","MD","3/31/2006","N","1","1355136","0","79157","0","37000","0","1340","52336","99297","600","189683","1060192","463905","141255","127388","177091","167565","44185","95839","0","0","134011","0","0","6","4823"
"4857","10579","1132672","61122","0","First United Bank & Trust","Oakland","MD","3/31/2006","NM","1","1287118","0","78867","124683","0","0","3692","45664","63105","0","227827","948372","281459","70919","119128","211464","276976","48217","2044","0","0","128596","0","680","3272","3211"
"4865","10451","1248304","506922","0","Sandy Spring Bank","Olney","MD","3/31/2006","SM","1","2498547","16709","181520","204421","35000","0","30429","37129","151915","290684","235206","1751881","886742","195570","152628","342552","266361","363960","196213","0","0","169709","0","2473","586","8564"
"4879","14400","1133473","591825","0","First National Bank and Trust Company","Asheboro","NC","3/31/2006","N","1","1080823","17829","15642","84676","0","0","1500","54046","61436","43593","107730","801138","152505","48983","145295","266906","238183","92555","42284","0","0","52580","0","1551","8549","2890"
"4886","10664","1076132","45627","0","First Charter Bank","Charlotte","NC","3/31/2006","SM","1","4278119","2707","261600","755985","0","0","5665","182962","183432","0","851017","3019682","1261054","123552","156340","514616","775639","427665","555333","0","0","215660","0","0","9211","12130"
"4906","9514","1130696","390925","0","FNB Southeast","Reidsville","NC","3/31/2006","SM","1","1022633","0","8415","75000","0","0","743","53113","37045","0","203563","757664","135464","19033","124545","437801","121427","54295","97275","0","0","49597","860","18","8948","2636"
"4977","10972","1094640","485559","0","First Tennessee Bank, National Association","Memphis","TN","3/31/2006","N","1","36999286","1347577","4489994","3816139","1143232","294816","72457","489065","2041466","383","2761355","24823390","5866080","1579950","3153128","2602711","8329496","7053203","3556283","111435","13860","3925208","37531","187974","65332","228410"
"4988","15770","1079562","342634","1","Trustmark National Bank","Jackson","MS","3/31/2006","N","1","8093630","39800","414984","687002","0","0","13390","361042","351123","296760","931943","5985327","867479","2395610","781362","1376422","750319","434574","384576","200","0","646308","636","15974","27032","28297"
"4999","10349","1100037","115641","0","Cadence Bank, N.A.","Starkville","MS","3/31/2006","N","1","1470803","18300","60073","99836","0","0","1200","124070","25105","23758","416221","862238","419035","43157","143521","269901","270486","43862","73034","0","0","108785","0","2332","499","3748"
"5029","12334","1069125","42541","1","National City Bank of the Midwest","Bannockburn","IL","3/31/2006","N","1","25479592","133605","1079301","990223","0","0","198617","1393643","912616","0","1477371","21360239","6471324","4077058","2459935","4095819","1800181","5042611","1179048","0","0","3409715","6013","103582","116607","100826"
"5296","0","1199563","917742","1","Associated Bank, National Association","Green Bay","WI","3/31/2006","N","1","21257302","8380","2026047","2939366","75000","0","215","1894048","499260","0","3564103","15391054","2798113","3751862","2074450","3126035","1886544","1974419","1124101","0","0","2254608","18123","21339","98336","68601"
"5452","16015","1066209","527954","1","First National Bank of Omaha","Omaha","NE","3/31/2006","N","1","6675707","282704","328923","345392","175000","0","5330","141867","384262","927818","108133","3797599","1830423","84326","978884","1291499","867018","197814","613813","40707","0","1781889","700","3556","26609","16312"
"5510","15825","1102367","682563","1","The Frost National Bank","San Antonio","TX","3/31/2006","N","1","11285535","795275","837496","25054","150000","0","8500","482440","458279","11970","2900350","6300484","6519592","240530","1188736","434783","805391","64648","624166","0","0","2692251","9535","6580","32782","48458"
"5551","0","1104923","537560","0","Extraco Banks, National Association","Temple","TX","3/31/2006","N","1","1001214","75400","71477","52398","0","0","3750","26071","54336","50988","154234","618565","501819","37710","94432","106333","47456","0","45328","0","0","37259","0","656","1824","1850"
"5570","11570","3111082","488167","0","First Victoria National Bank","Victoria","TX","3/31/2006","N","1","1079869","7907","975","10022","0","0","5932","57581","40404","0","201457","763004","348585","40870","191100","224092","146017","0","12367","0","0","128567","621","430","2622","3032"
"5633","10278","1096505","673440","1","First Security Bank","Searcy","AR","3/31/2006","NM","1","1386908","246","16101","38765","0","0","600","47099","68244","0","355209","883479","439519","65965","96468","378718","228676","2156","122257","0","0","25","0","0","3362","4372"
"5649","0","0","30810","0","Discover Bank","Greenwood","DE","3/31/2006","NM","1","20227644","1906700","0","289357","0","0","35","778632","2813147","43317","2175","17026728","1672963","3800","120293","1079860","12128950","5814","0","0","0","36129","0","210492","45220","374507"
"5766","0","1209109","623445","1","MainSource Bank","Greensburg","IN","3/31/2006","NM","1","1417565","854","44042","81335","0","0","5910","117523","27710","0","391273","863548","357775","106321","185591","329340","151872","88286","48965","0","0","69877","1268","1224","9667","4810"
"5903","9754","1097306","121642","0","BankPlus","Belzoni","MS","3/31/2006","NM","1","1645060","785","38025","171013","0","0","900","129100","11588","250858","3746","1221617","638547","70700","124696","228392","224841","23165","103626","0","0","90560","3380","2156","300","4949"
"5915","13762","1232385","90403","0","Atlantic Bank of New York","New York","NY","3/31/2006","NM","1","2651495","17000","411798","104270","0","0","7782","67323","201211","0","1159310","1245140","890415","445126","123815","131599","245638","10851","36912","0","0","97085","23909","0","1834","5905"
"5950","13976","1143481","470724","0","Bank of Granite","Granite Falls","NC","3/31/2006","NM","1","1120022","19500","1326","24114","0","0","7424","29503","93584","40007","106155","846177","179352","199996","146758","221766","206695","42140","41675","0","0","84013","1325","3616","6627","4688"
"5982","11226","1071203","576710","1","Sky Bank","Salineville","OH","3/31/2006","SM","1","15459247","23000","915821","1635301","76000","0","1","1216991","315433","0","2963036","11117313","2573337","2096367","881388","3878554","1648852","873820","777575","3377","0","1599754","974","20407","128401","47251"
"6214","9003","1245796","62101","1","Citizens Bank New Hampshire","Manchester","NH","3/31/2006","SB","1","9458006","50000","1674818","1120302","0","0","760","446684","302588","0","2950316","5888644","936862","2431653","641725","1100822","717593","1189713","19396","0","0","1186309","2737","652","8004","33737"
"6268","9006","1111716","166803","1","The Merchants Bank","Burlington","VT","3/31/2006","NM","1","1103072","0","20456","129786","0","0","2186","20920","60170","7108","403245","621143","391895","28029","170415","193020","70330","54966","16092","0","0","66418","0","0","1797","3007"
"6384","0","1069778","817824","1","PNC Bank, National Association","Pittsburgh","PA","3/31/2006","N","1","84414443","785676","4332721","5571909","1980646","500000","240060","1409509","4295362","0","20385675","49590602","30504309","2203666","10060141","9139646","5067648","7350443","2554137","2579683","0","28211153","120927","58717","181099","245112"
"6423","9315","2611718","9807","0","Amboy National Bank","Old Bridge","NJ","3/31/2006","N","1","2607077","0","125060","407377","0","0","20000","63858","137254","340356","81976","2086931","976722","240849","124792","263903","215386","113368","1024462","0","0","52199","0","104","11506","24629"
"6443","13462","1117156","189419","1","Susquehanna Patriot Bank","Marlton","NJ","3/31/2006","SM","1","2126835","0","70065","280552","20000","0","8097","267273","48020","0","342980","1397504","571346","77961","274117","267515","225325","67507","160440","7965","0","104282","0","2037","6108","4500"
"6515","12001","1138517","156916","0","The Yardville National Bank","Yardville","NJ","3/31/2006","N","1","2951919","16675","10000","704695","0","0","2205","136318","78570","92786","678001","1990285","797983","255090","149903","539438","245301","53203","213962","0","0","250825","1555","704","15506","6203"
"6544","10185","1070578","577128","0","Peoples Bank, National Association","Marietta","OH","3/31/2006","N","1","1845706","2000","142268","333210","0","0","100","144346","42530","0","559423","1080937","411888","113807","81301","361778","190195","37832","93945","0","0","46902","0","0","6044","6638"
"6548","11523","1119794","504713","1","U.S. Bank National Association","Cincinnati","OH","3/31/2006","N","1","208940312","3114744","12304517","28673468","6432494","0","18200","11804040","8756641","109971","39105420","137063888","64068047","5988395","16852934","13416468","13707838","12536977","6864655","5047962","0","53710179","283365","864083","534892","1074497"
"6557","11514","1069125","259518","1","National City Bank","Cleveland","OH","3/31/2006","N","1","72949011","3731632","2641700","20305644","2092044","0","7311","2922498","3751315","0","3688581","55956933","10992361","5609374","4340531","4853825","7613712","15211104","2697659","242634","0","11488612","244777","87832","134885","220498"
"6560","0","1068191","12311","0","The Huntington National Bank","Columbus","OH","3/31/2006","N","1","35241416","347781","1626148","3738664","950619","0","39999","881876","1275271","0","4881497","26294495","9857540","3330200","2113172","4481513","4446351","3202917","1412349","236120","0","3502059","99201","63645","133445","99242"
"6600","0","1071276","165628","0","First Financial Bank, National Association","Hamilton","OH","3/31/2006","N","1","3449758","132500","46004","83482","7500","0","10075","163397","117179","10232","338823","2605224","611420","420530","698222","849792","387217","216004","85418","0","0","171941","0","1104","26838","5526"
