"Note: To obtain data definitions for variables that are included in this file, please select the following "
"         from within the FDIC's Statistics on Depository Institutions (SDI): "

"1. SDI Map, Definitions, and Data Download (top menu bar) "
"2. SDI Map, Definitions (radio button) "
"3. View or print any and all data definitions contained within SDI"


"CERT","DOCKET","RSSDHCR","FED_RSSD","HCTMULT","NAME","CITY","STALP","REPDTE","BKCLASS","INSTCNT","ASSET","FREPO","FREPP","IDOBRMTG","SUBND","EQPP","EQCS","EQSUR","EQUPTOT","SCHA","SCAF","LNLSGR","NTRSMMDA","NTRSOTH","TRN","NTRCDSM","NTRTMLG","UCLOC","UCCOMRES","UCCOMREU","UCSC","UCOTHER","LOCCOM","P9ASSET","NAASSET","NETINC"
"659","14115","1032464","601416","0","Five Star Bank","Warsaw","NY","3/31/2007","SM","1","1957109","92059","24860","38173","0","0","400","94274","88817","44847","760207","930028","582396","194573","224282","473158","211596","88731","33937","0","0","123748","0","7","15778","4117"
"664","13032","1048997","475215","0","Bank of Smithtown","Smithtown","NY","3/31/2007","NM","1","1088727","47546","0","35000","0","0","98","20089","67202","325","75422","890505","351633","155524","39554","242242","166571","25144","150783","9450","0","21784","0","15","125","3788"
"679","0","1069778","83311","1","PNC Bank, Delaware","Wilmington","DE","3/31/2007","SM","1","3191429","274252","0","333854","50000","0","500","57632","126704","0","526999","2246714","1303031","125825","380626","462472","134801","284150","80197","18153","0","317781","90","1208","1221","11736"
"680","11652","1888193","272218","1","Wilmington Trust Company","Wilmington","DE","3/31/2007","NM","1","9817968","328832","605572","233975","0","0","500","123535","742573","1574","1414875","7530486","2369178","292963","784819","954980","3433617","314969","926457","0","0","1462685","689","5289","23209","41173"
"803","0","1070448","645625","0","Wesbanco Bank, Inc.","Wheeling","WV","3/31/2007","SM","1","4044571","40000","138770","365419","57","0","7820","39153","459588","0","743687","2850316","992889","370840","183763","1001142","450951","148047","115164","323","0","295797","0","6194","12126","12544"
"867","0","1131787","675332","1","SunTrust Bank","Atlanta","GA","3/31/2007","SM","1","184810394","3697826","15737102","11499995","3463524","0","21600","11318880","7988969","0","11078551","131131988","54612953","5102312","11679070","16867728","30293178","19658831","6931123","636927","0","54894067","117394","369798","636426","521003"
"873","14036","1078846","395238","1","Columbus Bank and Trust Company","Columbus","GA","3/31/2007","NM","1","6177018","732409","1112446","119441","0","0","3154","164926","1221829","0","532182","3062372","797400","486498","512316","864260","129134","65186","364625","8396","0","642121","0","7925","3006","65464"
"895","10867","1133277","488439","0","GreenBank","Greeneville","TN","3/31/2007","NM","1","1826659","20069","41572","171877","0","0","1290","87144","113559","1644","45587","1605686","493539","67137","180917","421595","235669","70817","330889","0","0","85440","0","37","3286","5926"
"913","14033","1199611","210434","1","The Northern Trust Company","Chicago","IL","3/31/2007","SM","1","51027990","3949011","1475031","2226631","942682","0","3563","655560","2532203","902695","11193638","12891298","4754051","114736","1118597","340767","1806828","1190799","73776","222498","0","17596766","20860","10562","19777","143204"
"953","11653","1201671","811046","1","Bankers Trust Company, National Association","Des Moines","IA","3/31/2007","N","1","1945370","0","313138","342610","0","6000","31908","31918","61690","0","455121","1384112","626695","26804","171053","207477","103163","23672","97793","0","0","306599","0","1013","793","3569"
"983","0","1199844","60143","1","Comerica Bank","Detroit","MI","3/31/2007","SM","1","57607155","1457000","330189","3566537","2574371","320000","58527","1581270","3623296","0","3958435","48083296","24371412","1371923","3774640","3269462","9836594","1861796","5205987","749745","0","19537034","215013","14766","218109","184971"
"986","13569","1205688","222147","1","Citizens Bank","Flint","MI","3/31/2007","SM","1","7450660","334000","474392","778028","0","0","13916","373443","316569","95740","1062660","5494484","1529020","1165452","299211","1375838","1050332","405095","125220","0","0","1203526","187811","1341","31692","24494"
"993","13249","1070345","913940","1","Fifth Third Bank","Grand Rapids","MI","3/31/2007","SM","1","47845701","0","1362442","212219","20000","0","16379","3718081","2632213","24620","4451678","37372128","18577812","7774288","2141828","6954202","3428775","4872872","2737561","0","0","11105430","10814","117823","224452","169720"
"1003","0","1201934","542649","0","Chemical Bank","Midland","MI","3/31/2007","SM","1","3809450","138000","166767","165072","0","0","5900","191320","305042","92198","520040","2805804","1038207","315430","448125","807284","343199","94012","100763","80","0","277560","0","6441","28748","9553"
"1020","0","1199497","983448","1","M&I Marshall and Ilsley Bank","Milwaukee","WI","3/31/2007","SM","1","48648449","108059","3056377","8994194","1261465","0","30600","2780256","1520488","438553","5921089","38418799","14275976","776137","1488722","4962680","5259150","1791943","3694656","48194","0","11403797","55700","6025","287077","140868"
"1039","9892","2066868","219343","0","The Bank of Edwardsville","Edwardsville","IL","3/31/2007","NM","1","1079503","0","62210","5000","0","0","5400","16740","89252","38387","321412","599247","257840","150911","148999","224972","111004","40075","21762","4860","0","61800","0","871","7612","1597"
"1081","10680","1199497","543253","1","Southwest Bank of St. Louis","Saint Louis","MO","3/31/2007","SM","1","4146734","5795","381070","10009","0","0","2129","722872","69952","0","578176","2967506","1364143","37614","111495","960927","349138","112312","123833","14036","0","939686","1695","95","42542","14157"
"1105","11071","1123670","659855","0","First Interstate Bank","Billings","MT","3/31/2007","SM","1","4931239","162515","568642","11457","0","0","50000","147434","225734","113963","870228","3361015","1593078","728513","501234","618057","447546","86390","237604","334354","0","115604","11982","9298","15536","17261"
"1225","0","0","871769","0","Farmers and Merchants Bank of Long Beach","Long Beach","CA","3/31/2007","SM","1","3106133","90000","387896","0","0","0","3029","11994","645955","961267","503596","1396290","973805","342353","151736","204369","368241","16357","74907","0","0","330373","60","11023","1624","12931"
"1281","10107","1029464","58971","0","Washington Trust Bank","Spokane","WA","3/31/2007","NM","1","3495369","152420","222176","80402","0","0","7535","32665","259393","0","436915","2728619","1201915","144742","368506","672940","462905","207799","176644","28553","0","932798","983","407","4355","13032"
"1331","13589","2781910","808260","0","Farmers & Merchants Bank of Central California","Lodi","CA","3/31/2007","NM","1","1450411","49900","0","25790","0","0","1","43581","97670","110720","117876","1057647","442714","124838","144141","173894","377977","68863","52373","0","0","290701","0","30","195","6186"
"1414","0","1123915","303550","0","KleinBank","Big Lake","MN","3/31/2007","NM","1","1264263","146","5330","40600","0","0","200","73679","67627","12","324763","855993","486318","64390","57108","328024","116082","81797","25889","0","0","111075","0","275","6067","3901"
"1536","16038","1399765","479268","0","Bank of Stockton","Stockton","CA","3/31/2007","NM","1","1957919","65000","35121","4683","0","0","1454","84000","167788","3220","406364","1329653","649647","160285","190319","210039","407434","40754","48725","0","0","297741","0","162","2376","7390"
"1768","12587","0","936462","0","The Mechanics Bank","Richmond","CA","3/31/2007","NM","1","2678287","87000","109126","50090","0","0","969","13250","245120","0","439976","1737069","1297573","147958","94569","297493","377118","155933","133574","0","0","308171","0","89","96","7189"
"1769","0","1883693","658559","1","Colorado State Bank and Trust, N. A.","Denver","CO","3/31/2007","N","1","1026809","734519","35818","690","0","0","2000","100681","2685","0","53884","142719","305136","12092","51371","200740","302140","15592","758","0","0","60505","25","222","1127","371"
"2111","0","1078846","580623","1","The National Bank of South Carolina","Sumter","SC","3/31/2007","N","1","4349351","1710","78748","60193","0","0","4650","90955","276967","0","408101","3707788","1904551","170148","286064","939662","494128","180112","419585","17582","0","304617","0","1932","10900","17574"
"2270","8926","1027004","276579","1","Zions First National Bank","Salt Lake City","UT","3/31/2007","N","1","15525974","1552157","2052806","317053","424000","0","15000","265981","730845","372414","855563","11202001","2671570","3909536","989077","514344","2008163","1074385","732770","64218","0","8157881","6132","13255","21251","52938"
"2345","9271","1029893","593865","1","West Coast Bank","Lake Oswego","OR","3/31/2007","NM","1","2482027","181","0","158000","0","0","900","81177","158729","0","276109","2023102","1046881","73375","373731","270507","277212","145422","335752","0","0","491267","0","0","3800","8299"
"2720","9685","1070644","509811","1","Community Trust Bank, Inc.","Pikeville","KY","3/31/2007","SM","1","3090441","192545","186081","81133","0","0","2850","140515","190043","38655","438584","2173977","499328","199455","521472","768463","475854","74200","144275","141","0","213268","0","4270","13605","9987"
"2993","10478","1027004","933957","1","Vectra Bank Colorado, National Association","Farmington","NM","3/31/2007","N","1","2364665","0","147735","119495","55000","0","5185","326257","-20181","0","325898","1713735","526524","696942","175905","166509","138841","173833","279599","24077","0","293663","5612","552","5514","4998"
"3036","52234","1919770","515353","0","Horizon Banks, National Association","Limon","CO","3/31/2007","N","1","1118180","83840","4566","10000","0","0","300","56350","47486","586","0","994512","47455","7242","85830","491287","364989","279","157091","0","0","20611","0","0","2436","4278"
"3297","10658","1391237","800750","1","The Laredo National Bank","Laredo","TX","3/31/2007","N","1","4486244","50000","115575","27217","0","0","6015","862155","23321","439","1264381","2277709","782800","124283","361763","497238","1644742","1432","81902","13605","0","94060","2778","8907","8763","9548"
"3361","14662","1109946","896566","0","Century Bank, National Association","Texarkana","TX","3/31/2007","N","1","1255242","14155","0","1000","0","0","200","68434","25571","9652","182249","973308","102728","226897","81656","357263","383019","431","119772","76","0","99019","0","396","1757","1568"
"3430","0","1025541","697763","0","Westamerica Bank","San Rafael","CA","3/31/2007","SM","1","4704880","0","758587","0","0","6000","314604","54397","68842","1142382","596931","2519898","1534407","385538","813415","206850","508254","83171","66741","0","0","306920","188","83","4800","22407"
"3510","0","1073757","480228","1","Bank of America, National Association","Charlotte","NC","3/31/2007","N","1","1204471773","101632493","135690582","87101100","18453399","0","2878894","82654699","23268195","925669","180712232","645639673","217686415","136345257","74539864","92055815","81501442","102726368","19033041","10315876","0","295986244","4550256","297802","1954973","3766217"
"3511","0","1120754","451965","1","Wells Fargo Bank, National Association","Sioux Falls","SD","3/31/2007","N","1","396847000","7382000","10025000","6914000","10148000","0","520000","24751000","14695000","0","40238000","284414000","112942000","89395000","23008000","25961000","18467000","54959000","11997000","7003000","0","67193000","360000","4244000","1008000","1761000"
"3514","13975","1231968","804963","1","Bank of the West","San Francisco","CA","3/31/2007","NM","1","56723909","557917","4724473","7171378","318092","0","5","7721822","1249819","0","7312667","40105792","15940742","2017199","2938927","4340787","8249071","1539867","1911058","327365","0","5597611","60692","42475","242480","135038"
"3603","14165","1206911","936136","1","The Old Second National Bank of Aurora","Aurora","IL","3/31/2007","N","1","1701839","1491","132243","70040","0","0","2160","14068","124027","0","344473","1228718","429686","74470","238901","352121","253107","78030","65739","0","0","102616","11166","144","86","5296"
"3628","0","1090987","656733","1","MB Financial Bank, National Association","Chicago","IL","3/31/2007","N","1","7461251","45000","343245","543677","10000","0","5200","843881","143136","0","1414259","5040406","680148","1553527","234595","1434717","1602241","521367","613480","0","0","716366","50816","0","23222","19839"
"3657","11088","1199974","850036","0","First American Bank","Carpentersville","IL","3/31/2007","NM","1","2468732","80000","0","20017","0","0","7680","57794","166148","0","235751","2008129","368046","540926","190352","796664","304480","583267","119475","3410","0","350751","43386","2135","4140","-124"
"3709","11987","1208184","1007846","0","First Midwest Bank","Itasca","IL","3/31/2007","SM","1","8186357","0","598035","639621","0","0","40000","577252","273077","103697","2238705","4989952","1996545","731232","866626","1566746","831120","311408","461485","0","0","696874","2227","15603","17582","32031"
"3731","14330","1207600","669443","0","Citizens First National Bank","Princeton","IL","3/31/2007","N","1","1033298","5700","29608","8166","0","0","9905","47042","42526","15945","234560","658325","126989","204911","128471","245844","178572","23627","0","0","0","124998","0","37","4896","1765"
"3735","11872","1208661","938840","1","Amcore Bank, National Association","Rockford","IL","3/31/2007","N","1","5228949","0","146223","358491","50000","0","3002","131916","263105","0","832538","4001060","1618971","309556","499279","1416322","381942","167569","284608","2522","0","468222","3862","6790","30242","11439"
"3744","12025","1206591","457547","0","Centrue Bank","Streator","IL","3/31/2007","SM","1","1310023","15800","41468","57868","0","0","1270","110998","30571","0","272934","868463","147603","105016","203566","353393","248501","40113","0","0","0","177199","3699","0","9410","2341"
"3832","15401","1098303","208244","1","Old National Bank","Evansville","IN","3/31/2007","N","1","8185042","356561","393955","184018","150000","0","65070","405822","241202","153232","2064265","4900259","2812162","565515","605331","1680015","1001832","339892","63105","24526","0","808182","75","539","60440","13085"
"3878","0","3101784","2967349","0","Liberty Bank of Arkansas","Jonesboro","AR","3/31/2007","NM","1","2265626","8530","58379","140246","0","0","4","207479","66227","212469","244867","1560388","56589","391375","127631","661305","541249","5989","108287","0","0","87794","0","0","8578","5379"
"3890","11473","1094828","663245","1","Simmons First National Bank","Pine Bluff","AR","3/31/2007","N","1","1328839","60270","131946","15455","0","0","35","34408","81444","75375","142378","877763","125569","217373","239441","298650","168157","10784","57623","0","0","211942","0","843","2592","3871"
"4048","11433","1062135","142955","0","SpiritBank","Tulsa","OK","3/31/2007","NM","1","1008191","618","39800","91457","9500","0","1271","20441","47912","0","121660","801389","188441","143868","54959","284124","120473","339","6760","0","0","179152","0","4124","3631","2033"
"4063","14191","0","595270","0","MidFirst Bank","Oklahoma City","OK","3/31/2007","SA","1","11361502","100","0","5541972","0","0","1000","66779","782200","313094","3366137","6827700","599527","672760","337393","N/A","469384","63579","N/A","N/A","N/A","1759","182083","589642","4323","51990"
"4201","0","1062621","398350","1","The Stillwater National Bank and Trust Company","Stillwater","OK","3/31/2007","N","1","2117295","69700","59008","76514","0","0","15698","56097","140846","4332","221701","1731838","599146","11112","86943","778059","278063","6670","394393","83","0","175692","9","2423","23206","5599"
"4214","9656","1883693","339858","1","Bank of Oklahoma, National Association","Tulsa","OK","3/31/2007","N","1","14069360","91689","4357853","833907","298819","0","52877","166607","800756","236875","4309439","7972109","2466566","92677","1355403","997086","1559352","73900","620145","125242","0","3274758","10129","19776","22803","39324"
"4239","12231","1058398","509950","0","First United Bank and Trust Company","Durant","OK","3/31/2007","NM","1","1732826","49500","52095","43655","0","0","1868","80216","83584","0","249078","1271195","541317","62141","245886","331032","278186","14308","172109","0","0","89939","0","1296","6384","8749"
"4255","9393","1130249","593007","1","The Camden National Bank","Camden","ME","3/31/2007","N","1","1725198","55","79786","307107","0","0","369","11095","120543","33725","401674","1200257","416927","90543","134276","277103","275403","128814","4515","0","0","86104","1458","429","7435","5033"
"4256","10325","1133932","439404","0","The First, N.A.","Damariscotta","ME","3/31/2007","N","1","1076604","0","37301","125212","0","0","300","21750","58264","134466","34776","846774","140465","93484","150025","182890","258121","58088","23055","0","0","57464","0","745","2177","3030"
"4264","11387","1114605","252706","1","Ocean National Bank","Portsmouth","NH","3/31/2007","N","1","1587336","0","89068","0","0","0","2010","300808","-1583","0","252412","1067063","385432","221245","181281","244606","153309","101424","47905","427","0","87540","211","29","6319","3636"
"4297","11780","2277860","112837","1","Capital One, National Association","New Orleans","LA","3/31/2007","N","1","30239226","3927482","818076","1233397","0","0","23630","5440405","138742","0","5672789","15225629","7001229","3912254","2844562","3574805","3141848","953667","686777","2087","0","3096458","2790","8782","58212","21369"
"4360","9216","1209136","130541","1","Horizon Bank, National Association","Michigan City","IN","3/31/2007","N","1","1151181","0","75579","142940","0","0","2618","51732","34275","0","234823","824479","118680","239222","82168","212017","178086","49516","23230","33427","0","21824","0","592","2468","2374"
"4365","11365","1208559","17147","1","First Merchants Bank National Association","Muncie","IN","3/31/2007","N","1","1022403","51855","164941","67953","0","0","3140","13141","58174","598","169248","734092","33592","246179","92185","172703","166202","26410","49023","0","0","144600","0","2726","4511","2678"
"4382","8814","1208595","693345","1","First Financial Bank, National Association","Terre Haute","IN","3/31/2007","N","1","2125579","54975","31559","327850","0","0","14400","40740","204126","0","526183","1346138","308324","392942","130291","445118","199821","36848","31664","120545","0","63083","18112","3646","9299","6451"
"4392","11234","1132654","23241","0","Integra Bank National Association","Evansville","IN","3/31/2007","N","1","2648541","1160","218667","109301","0","0","4700","160066","128473","0","593123","1791371","818358","100959","128703","541642","411150","135243","253803","0","0","233934","0","49","8816","8311"
"4534","11325","1094314","506249","1","First National Bank of St. Louis","Clayton","MO","3/31/2007","N","1","1387277","42758","305479","5000","0","0","1000","47300","75840","0","187581","1090879","578595","47914","91747","130962","95975","74630","87306","6136","0","127076","9022","1368","1965","4141"
"4536","10511","1094314","299046","1","The Boone County National Bank of Columbia","Columbia","MO","3/31/2007","N","1","1009806","30747","96168","0","0","0","2100","7599","70037","27072","196667","696505","450116","19909","60600","218044","80529","33251","68309","4250","0","72608","698","469","1645","2875"
"4767","9366","1066713","474759","0","Sunflower Bank, National Association","Salina","KS","3/31/2007","N","1","1415149","10365","99792","178836","0","0","8000","18500","96752","38104","376039","860017","347558","80355","168325","289975","113313","19316","91731","0","0","133629","0","2","9360","6188"
"4789","14120","1135824","65858","0","Emprise Bank","Wichita","KS","3/31/2007","NM","1","1071068","9384","0","16025","0","0","20000","66499","17737","0","235291","683301","141837","367668","100863","237903","95641","33109","103577","6689","0","125764","0","555","9849","4653"
"4799","0","1064278","557858","0","Intrust Bank, National Association","Wichita","KS","3/31/2007","N","1","3399310","202370","419363","215","0","0","12000","67493","202574","2629","626662","2360832","773297","613528","481442","427866","367341","22190","120231","3410","0","724691","1930","355","3678","4852"
"4842","10671","1069778","802129","1","Farmers & Mechanics Bank","Frederick","MD","3/31/2007","SM","1","2012588","35833","100793","32075","48900","0","4001","405011","35988","330","341781","1197036","601383","147338","104126","355125","154724","181043","83027","0","0","163789","999","0","885","6753"
"4852","0","1069778","229427","1","The Citizens National Bank","Laurel","MD","3/31/2007","N","1","1467071","96682","98644","0","37000","0","1340","52350","109860","400","138998","1127646","521750","119870","101474","207665","206601","49823","88171","0","0","170575","0","0","0","5234"
"4857","10579","1132672","61122","0","First United Bank & Trust","Oakland","MD","3/31/2007","NM","1","1353403","0","69261","148639","0","0","3691","45664","67856","0","209550","949442","264671","113289","71663","417129","138670","47498","1934","0","0","88462","0","686","3252","2210"
"4865","10451","1248304","506922","0","Sandy Spring Bank","Olney","MD","3/31/2007","SM","1","2943054","48138","114713","219218","35000","0","30429","101137","135850","261209","281823","2045842","1139274","164293","147865","472799","357774","395030","155735","0","0","235277","0","4665","2491","7837"
"4879","14400","1133473","591825","0","First National Bank and Trust Company","Asheboro","NC","3/31/2007","N","1","1844197","50130","27225","66066","0","0","1500","171206","90328","42319","168478","1317958","371727","50937","219853","454820","369568","126011","144943","0","0","29857","0","2641","10177","4553"
"4886","10664","1076132","45627","0","First Charter Bank","Charlotte","NC","3/31/2007","SM","1","4878774","1256","177790","785921","0","0","5665","272524","202100","0","846913","3543560","1354648","114785","234305","1106238","553223","454605","676295","0","0","263687","0","0","10943","13186"
"4977","10972","1094640","485559","0","First Tennessee Bank, National Association","Memphis","TN","3/31/2007","N","1","38522657","1757365","3386580","5775299","1163708","294816","72457","493527","2101356","269","3099564","25191757","6468465","1508654","3080385","2778803","8665039","6826922","3389961","18689","10840","3921034","27402","169840","83967","79131"
"4988","15770","1079562","342634","1","Trustmark National Bank","Jackson","MS","3/31/2007","N","1","8748293","97750","350899","167831","49685","0","13390","572723","346378","286040","699148","6638475","1085984","2666415","820270","1551391","979555","447912","434948","200","0","702825","483","9920","36885","25632"
"4993","0","3186576","69333","0","The Citizens National Bank of Meridian","Meridian","MS","3/31/2007","N","1","1000204","8127","5245","65325","76","0","1425","81068","11600","275350","70755","579403","251103","96468","49944","264855","168891","23719","41600","0","0","87586","0","441","402","733"
"4999","10349","1100037","115641","0","Cadence Bank, N.A.","Starkville","MS","3/31/2007","N","1","1862089","15962","86478","97511","0","0","1200","176235","30812","23493","381875","1246613","548365","46997","115972","358267","385801","55732","173002","0","0","128714","0","2071","9247","479"
"5146","0","1120754","2362458","1","WF National Bank South Central","Faribault","MN","3/31/2007","N","1","8860719","0","2740286","1296000","0","0","1500","508402","76270","0","0","8694459","0","4110890","0","0","500","0","0","0","0","0","0","15193","11159","56895"
"5296","0","1199563","917742","1","Associated Bank, National Association","Green Bay","WI","3/31/2007","N","1","20174954","4698","1876651","1641391","75000","0","215","1894401","483884","0","3275389","14732835","3579464","3171001","2285526","3161589","1803990","2346853","1069511","0","0","3194664","23809","20821","141546","69855"
"5452","16015","1066209","527954","1","First National Bank of Omaha","Omaha","NE","3/31/2007","N","1","7706688","473228","626080","377967","175000","0","5330","171867","442475","633214","212209","4688574","2019951","92003","946863","1822548","781373","219921","818501","55446","0","1717409","9841","6006","36582","7012"
"5510","15825","1102367","682563","0","The Frost National Bank","San Antonio","TX","3/31/2007","N","1","13233076","803125","1003913","33812","150000","0","8500","945619","592224","9616","3074426","7475358","7301303","247663","1143832","592817","1067299","84082","922092","0","0","3051349","2805","10895","46770","53773"
"5551","0","1104923","537560","0","Extraco Banks, National Association","Temple","TX","3/31/2007","N","1","1043746","127400","78196","50216","0","0","3750","26276","54199","114741","111727","615587","531679","51306","78518","107432","54161","0","59041","0","0","38330","0","370","1708","2288"
"5570","11570","3111082","488167","0","First Victoria National Bank","Victoria","TX","3/31/2007","N","1","1177196","4255","1250","12580","0","0","5932","57646","54999","0","66186","866768","379050","40086","209632","239495","164137","0","80256","0","0","169190","581","1439","3893","3523"
"5633","10278","1096505","673440","1","First Security Bank","Searcy","AR","3/31/2007","NM","1","1492019","21254","15521","34385","0","0","600","47100","79704","0","429234","893564","506010","55729","68141","386113","291761","16446","58076","0","0","41485","0","0","9279","3786"
"5649","0","0","30810","0","Discover Bank","Greenwood","DE","3/31/2007","NM","1","25683710","3076000","0","819831","0","0","35","778632","2773869","72525","2073","21109673","3845404","2460","131203","15352177","731924","4105","0","0","0","23837","0","221028","96401","253604"
"5766","0","1209109","623445","1","MainSource Bank","Greensburg","IN","3/31/2007","NM","1","1504211","706","55292","45517","0","0","5910","117523","40754","0","422370","907173","406136","101634","171734","375972","171411","86313","74613","0","0","86131","2601","119","7641","4813"
"5903","9754","1097306","121642","0","BankPlus","Belzoni","MS","3/31/2007","NM","1","1863759","3763","63800","156686","0","0","900","139100","16070","265077","0","1364226","637839","66521","184537","268505","319344","24322","86921","0","0","127158","2211","4408","1520","5904"
"5950","13976","1143481","470724","0","Bank of Granite","Granite Falls","NC","3/31/2007","NM","1","1175593","900","1909","17285","0","0","7424","29503","100235","33629","126559","915053","242401","237477","99732","229734","199850","49294","54109","0","0","77072","198","1615","13087","4299"
"5982","11226","1071203","576710","1","Sky Bank","Salineville","OH","3/31/2007","SM","1","17430685","45132","1208182","649354","76000","0","1","1448438","533309","0","2824242","12855092","2975044","3053530","1065674","4000002","2191001","903058","457821","3062","0","2156363","705","14916","146344","50505"
"6214","9003","1245796","62101","1","Citizens Bank New Hampshire","Manchester","NH","3/31/2007","SB","1","9977966","500000","1816600","1037909","0","0","760","446684","368599","0","3038463","5908217","1067163","2515212","608607","1141669","901778","1077304","63513","0","0","1743858","3600","151","5766","32070"
"6268","9006","1111716","166803","1","The Merchants Bank","Burlington","VT","3/31/2007","NM","1","1144944","36000","102561","49679","0","0","2186","22030","65437","5193","315253","694230","368458","21846","167550","250623","83462","62907","23054","0","0","72867","0","0","2425","2908"
"6384","0","1069778","817824","1","PNC Bank, National Association","Pittsburgh","PA","3/31/2007","N","1","90405030","2254430","5570018","4543450","1601787","500000","240060","1428327","4603988","0","22474395","50781106","34106449","1877332","10227904","9441260","5634933","7574121","2645216","3065113","0","30100169","102684","52521","142804","260739"
"6423","9315","2611718","9807","0","Amboy National Bank","Old Bridge","NJ","3/31/2007","N","1","2932708","27400","155627","322377","0","0","20000","63858","177332","371732","66994","2151849","1026091","441519","87034","399253","217697","116749","710178","0","0","47579","0","0","86460","21927"
"6431","0","1048764","29104","0","Union Center National Bank","Union","NJ","3/31/2007","N","1","1044544","35374","107278","107894","0","0","2000","49776","45952","125467","252023","530573","217160","261820","53678","111853","78441","73651","38229","0","0","52981","0","0","1208","1559"
"6443","13462","1117156","189419","1","Susquehanna Patriot Bank","Marlton","NJ","3/31/2007","SM","1","2852271","27872","92192","225916","20000","0","8097","433877","55573","0","399589","1887870","753290","161390","383836","447298","246886","80758","138840","7704","0","175671","0","3670","15388","6498"
"6515","12001","1138517","156916","0","The Yardville National Bank","Yardville","NJ","3/31/2007","N","1","2662638","18130","10000","314631","0","0","2205","136318","86862","97149","365067","1996852","811774","145305","167798","653516","298663","53440","191122","0","0","246740","1383","476","25254","6329"
"6544","10185","1070578","577128","0","Peoples Bank, National Association","Marietta","OH","3/31/2007","N","1","1857862","1000","162234","246767","0","0","100","145839","43320","0","517088","1137342","450249","102340","85022","366456","229430","37851","85936","0","0","57498","0","0","6015","5918"
"6548","11523","1119794","504713","1","U.S. Bank National Association","Cincinnati","OH","3/31/2007","N","1","219825070","3703512","15688282","34691375","7697466","0","18200","12057453","8725239","83187","40029920","144786931","63459206","5509083","17081233","14652380","12153529","13688954","6417056","4547244","0","51910407","346257","876035","458466","1060080"
